Job_Title,Company_Name,City_State,Company_Rating,salary_Range,Post_Date
Data Scientist,Apex Systems,"Waltham, MA",3.8,NA,26d
RWE Senior Data Scientist,Biogen,"Cambridge, MA",4,$111K-$179K (Glassdoor Est.),6d
Data Engineer/Architect,22nd Century Technologies,"Boston, MA",3.4,$79K-$97K (Glassdoor Est.),5d
"2021 Summer Internship - Data Scientist, Zebra Prescriptive Analytics",Zebra Technologies,"Burlington, MA",3.8,$80K-$129K (Glassdoor Est.),11d
Principal Data Scientist,Fidelity Investments,"Boston, MA",4,$71K-$122K (Glassdoor Est.),7d
BIOINFORMATICS DATA ANALYST I,Brigham and Women's Hospital,"Boston, MA",3.9,$36K-$62K (Glassdoor Est.),20d
"Scientist II, Lentiviral Vector",bluebird bio,"Cambridge, MA",3.3,$51K-$103K (Glassdoor Est.),6d
Data Scientist (RISC),Mass General Brigham(PHS),"Somerville, MA",NA,NA,3d
Data Scientist,Jerneltechcorp,"Boston, MA",NA,NA,14d
Machine Learning Scientist,Overjet,"Boston, MA",NA,NA,12d
"Data Analyst, Senior",Massachusetts General Hospital(MGH),"Boston, MA",4.1,$63K-$111K (Glassdoor Est.),14d
Data Scientist PhD,Kforce,"Boston, MA",4.1,NA,12d
Sr. Data Scientist,Analog Devices,"Wilmington, MA",3.9,$111K-$179K (Glassdoor Est.),14d
Data Scientist,Philips,"Cambridge, MA",3.7,$97K-$154K (Glassdoor Est.),4d
Scientist,Jounce Therapeutics,"Cambridge, MA",4.4,$79K-$156K (Glassdoor Est.),12d
Data Scientist - Leader,Blue Line Talent,"Newton, MA",NA,NA,18d
Data Science (PhD) Internship,Procter & Gamble,"Boston, MA",4.2,$65K-$109K (Glassdoor Est.),16d
Data Scientist (Part-time),InsideTracker,"Cambridge, MA",5,NA,14d
Data Scientist (RISC),Mass General Brigham,"Somerville, MA",3.7,$74K-$125K (Glassdoor Est.),3d
Visualization and Statistics Data Scientist,Invaio Sciences,"Cambridge, MA",NA,NA,25d
Senior Data Scientist,Pluralsight,"Boston, MA",4.4,$110K-$175K (Glassdoor Est.),10d
Market Intelligence & Data Analyst,Symetra,"Waltham, MA",3.5,$42K-$79K (Glassdoor Est.),13d
Machine Learning Engineer - Summer Internship,Spotify,"Boston, MA",3.8,$116K-$184K (Glassdoor Est.),24d
Materials Scientist,Formlabs,"Somerville, MA",3.6,$40K-$110K (Glassdoor Est.),24h
Data Engineer,McKinsey & Company,"Waltham, MA",4.4,$69K-$119K (Glassdoor Est.),6d
Data Engineer - QuantumBlack,McKinsey & Company,"Boston, MA",4.4,$69K-$119K (Glassdoor Est.),24h
Business Intelligence Analyst,Brown Advisory,"Boston, MA",3.5,$67K-$128K (Glassdoor Est.),10d
Data Analyst,Zozimus,"Boston, MA",3.3,NA,11d
Senior Data Scientist,NxStage,"Waltham, MA",3.7,$96K-$116K (Glassdoor Est.),10d
"Senior Scientist, Chemical Biology",Pfizer,"Cambridge, MA",4.1,$83K-$129K (Glassdoor Est.),3d
Data Analyst,Rose International,"Boston, MA",4.4,NA,11d
"Director of Data Science Acceleration, GRS Advanced Analytics Hub",Liberty Mutual Insurance,"Boston, MA",3.5,$152K-$249K (Glassdoor Est.),14d
Senior Data Engineer,Kensho,"Cambridge, MA",4.1,$132K-$231K (Glassdoor Est.),4d
Data Analyst,Cengage,"Boston, MA",4,$34K-$65K (Glassdoor Est.),19d
Data Analyst II,Massachusetts General Hospital(MGH),"Boston, MA",4.1,$48K-$83K (Glassdoor Est.),24h
Data Science Intern - Summer,Santander Global External,"Boston, MA",NA,NA,12d
Jr. Data Engineer- Data Engineering Development Program,MassMutual,"Boston, MA",3.8,$77K-$134K (Glassdoor Est.),20d
"Principal Scientist, BioMedicine Design - Pharmacokinetics, Dynamics & Metabolism",Pfizer,"Cambridge, MA",4.1,$97K-$150K (Glassdoor Est.),4d
Data Science Advocate (Remote),Neo4j,"Boston, MA",4.2,$91K-$145K (Glassdoor Est.),20d
Data Engineer,DataDog,"Boston, MA",4.1,$103K-$183K (Glassdoor Est.),6d
Senior Data Scientist,FRESENIUS,"Waltham, MA",3.4,$91K-$149K (Glassdoor Est.),13d
Business Intelligence Analyst,Cogito,"Boston, MA",4.5,NA,7d
Senior Business Intelligence Analyst,Payfactors,"Burlington, MA",4.2,$84K-$164K (Glassdoor Est.),6d
Data Scientist/Computational Biologist,Dyno Therapeutics,"Cambridge, MA",NA,NA,17d
Software Engineer (Data Science),Klaviyo,"Boston, MA",4.8,$79K-$158K (Glassdoor Est.),12d
Business Intelligence Analyst,Whoop,"Boston, MA",4.7,$47K-$95K (Glassdoor Est.),17d
Scientist Cancer Immunology,Agenus,"Lexington, MA",3.3,$70K-$134K (Glassdoor Est.),19d
Product Machine Learning Engineer,SOPHiA GENETICS,"Boston, MA",3.3,NA,24h
Clinical Scientist Virtual Hiring Event,Covance,"Boston, MA",3.7,NA,24h
"Associate Scientist, Research","Visterra, Inc.","Waltham, MA",4.6,NA,25d
Senior Data Scientist,ResMed,"Boston, MA",3.9,$104K-$165K (Glassdoor Est.),13d
Senior Associate Scientist II,bluebird bio,"Cambridge, MA",3.3,$108K-$202K (Glassdoor Est.),4d
Data Analyst (Supply Chain) - May Reside Anywhere in the US - Up to 100% Travel,Maine Pointe,"Boston, MA",4.5,$72K-$87K (Glassdoor Est.),14d
Senior Data Scientist,Hospital IQ,"Newton, MA",5,NA,14d
"Principal, Data Scientist",Boston Scientific,"Marlborough, MA",4.4,$92K-$153K (Glassdoor Est.),24h
"Director, Cloud Data Engineer",Epsilon,"Boston, MA",3.4,$119K-$218K (Glassdoor Est.),12d
Lead Computer Vision Scientist,Harnham,"Boston, MA",4.1,NA,24h
"Senior Associate Scientist, Biomarkers and Clinical Assay Development",bluebird bio,"Cambridge, MA",3.3,$103K-$193K (Glassdoor Est.),13d
"Information Technology Data Scientist, PhD",Procter & Gamble,"Boston, MA",4.2,$65K-$109K (Glassdoor Est.),16d
"Associate Scientist, Severe Genetic Disease Research",bluebird bio,"Cambridge, MA",3.3,$43K-$92K (Glassdoor Est.),26d
"Graduate Development Program, Associate Quantitative Analyst, Data Science",NATIONAL GRID CO USA (NE POWER),"Waltham, MA",3.6,$48K-$86K (Glassdoor Est.),20d
Data Analyst II,Definitive Healthcare,"Framingham, MA",4.3,$34K-$62K (Glassdoor Est.),12d
Field Application Data Scientist - Senior,Ontoforce NV,"Boston, MA",NA,$120K-$150K (Glassdoor Est.),14d
Quantitative Research Analyst,Weiss Asset Management,"Boston, MA",4.3,NA,14d
Machine Learning Engineer,Klaviyo,"Boston, MA",4.8,$77K-$137K (Glassdoor Est.),12d
Principal Data Scientist,Syrinx,"Boston, MA",NA,NA,14d
Data Science Internship (Master's),Procter & Gamble,"Boston, MA",4.2,NA,27d
Entry-Level Data Science and AI Curriculum Developer,IBM,"Boston, MA",3.8,$90K-$164K (Glassdoor Est.),4d
Strategic Data Analyst,Datto Inc.,"Boston, MA",3.9,$44K-$81K (Glassdoor Est.),5d
Machine Learning Engineer,Examity,"Newton, MA",3.9,$57K-$105K (Glassdoor Est.),20d
AI/ML Research Scientist,Pryon,"Boston, MA",NA,NA,14d
Temporary Research Scientist I,Vertex Pharmaceuticals,"Boston, MA",3.4,$87K-$151K (Glassdoor Est.),19d
Data Scientist (Co-op) - Retail Business Services,Food Lion,"Quincy, MA",3.4,$51K-$86K (Glassdoor Est.),21d
Senior Scientist Chemistry - CB- Chemical Biology,AstraZeneca,"Waltham, MA",4.1,$98K-$175K (Glassdoor Est.),16d
Senior Bioinformatician (Genomic Data Scientist),SOPHiA GENETICS,"Boston, MA",3.3,NA,3d
Business Intelligence Analyst,Kyruus,"Boston, MA",3.5,$57K-$114K (Glassdoor Est.),13d
Data Analyst,International Data Group,"Framingham, MA",3.3,$35K-$66K (Glassdoor Est.),20d
Quantitative Analyst,3IC Research,"Boston, MA",NA,NA,7d
Senior Data Scientist,Arrayo,"Cambridge, MA",4.6,NA,14d
Senior Data Scientist,Wayfair,"Boston, MA",3.3,$90K-$146K (Glassdoor Est.),6d
Machine Learning Engineer,Botkeeper Inc,"Boston, MA",4.2,$49K-$92K (Glassdoor Est.),11d
Machine Learning Engineer,Arrow Electronics,"Cambridge, MA",2.9,$73K-$130K (Glassdoor Est.),24h
"Quantitative Analyst, Class of 2021",EverQuote,"Boston, MA",4,$58K-$108K (Glassdoor Est.),17d
Senior Data Scientist - Personalization,Chewy,"Boston, MA",2.9,$94K-$116K (Glassdoor Est.),18d
Data Modeler,"Conch Technologies, Inc","Boston, MA",4.6,$57K-$98K (Glassdoor Est.),19d
Senior Data Scientist,Digitas,"Boston, MA",3.5,$72K-$122K (Glassdoor Est.),7d
"Sr. Scientist, Structure-Based Protein Engineering",Pfizer,"Cambridge, MA",4.1,$87K-$109K (Glassdoor Est.),3d
Data Scientist Product Manager,Thrasio,"Walpole, MA",4.9,NA,4d
"Senior Scientist, BioMedicine Design - Pharmacokinetics, Dynamics & Metabolism",Pfizer,"Cambridge, MA",4.1,$76K-$120K (Glassdoor Est.),4d
Data Science Tutors,MyGuru Tutoring & Test Prep,"Boston, MA",5,NA,24d
Junior Quantitative Researcher,Akuna Capital,"Boston, MA",3.3,$132K-$257K (Glassdoor Est.),19d
"Sr. Research Scientist, Pharmacology",Vertex Pharmaceuticals,"Boston, MA",3.4,$108K-$191K (Glassdoor Est.),24d
"Cell Therapy, Pharmacology Research Scientist II",Vertex Pharmaceuticals,"Cambridge, MA",3.4,$90K-$166K (Glassdoor Est.),18d
Lead Data Scientist - Cyber Security,MassMutual,"Boston, MA",3.8,$124K-$204K (Glassdoor Est.),19d
Senior Data Scientist,MIT,"Cambridge, MA",4.5,$118K-$157K (Glassdoor Est.),4d
Talent Acquisition Data Analyst,Klaviyo,"Boston, MA",4.8,$45K-$84K (Glassdoor Est.),24h
Scientist 1-2,Agenus,"Lexington, MA",3.3,$68K-$125K (Glassdoor Est.),11d
"Sr. Data Scientist, Data Science and Artificial Intelligence",Moderna Therapeutics,"Cambridge, MA",3.6,$108K-$179K (Glassdoor Est.),13d
Principal Data Scientist,Intelli Hiring,"Boston, MA",NA,NA,12d
Senior Marketing Data Scientist - 71063BR,Aetna,"Wellesley, MA",3.4,$104K-$163K (Glassdoor Est.),11d
"Senior Scientist, Stem Cell Research",Vertex Pharmaceuticals,"Boston, MA",3.4,$113K-$196K (Glassdoor Est.),6d
Scientist,On-Board Companies,"Marlborough, MA",3.6,$59K-$119K (Glassdoor Est.),25d
"Scientist/Senior Scientist, Biology",Blueprint Medicines,"Cambridge, MA",3.5,$93K-$178K (Glassdoor Est.),21d
Faculty position in Statistics or Data Science,Simmons University,"Boston, MA",3.2,$63K-$107K (Glassdoor Est.),21d
Global Supply Chain Data Scientist,Waters,"Milford, MA",3.8,$67K-$111K (Glassdoor Est.),13d
Environmental Scientist/Engineer,National Older Worker Career Center,"Boston, MA",3.9,NA,24h
"Senior Scientist - GMP, Method Development , ELISA , PCR",PPD,"Waltham, MA",3.8,$43K-$80K (Glassdoor Est.),21d
Machine Learning Engineer,Burst,"Boston, MA",3,$70K-$124K (Glassdoor Est.),4d
Data Analyst,22nd Century Technologies,"Boston, MA",3.4,$67K-$89K (Glassdoor Est.),11d
Principal Analytics Consultant,Tessella,"Boston, MA",3.6,$96K-$143K (Glassdoor Est.),5d
Quality Data Analyst,"Ocular Therapeutix, Inc","Bedford, MA",3.9,$48K-$85K (Glassdoor Est.),4d
Business Intelligence Analyst,Instrumentation Laboratory,"Bedford, MA",3.1,$55K-$109K (Glassdoor Est.),10d
"Senior Scientist, Vector Construction - Genome Engineering",Vertex Pharmaceuticals,"Boston, MA",3.4,$108K-$191K (Glassdoor Est.),11d
DATA SCIENCE CONSULTANT,Management Solutions,"Boston, MA",3.6,$39K-$76K (Glassdoor Est.),26d
Flow Cytometry Bioinformatics Senior Data Scientist Single Cell,Sanofi,"Cambridge, MA",3.8,$109K-$179K (Glassdoor Est.),5d
Summer 2021 Intern - Data Scientist,Salesforce,"Cambridge, MA",4.4,$102K-$164K (Glassdoor Est.),6d
Data Analyst,Strategic Employment,"Boston, MA",4.8,NA,24h
Applied Scientist II,Lab126,"Cambridge, MA",3.7,$18K-$113K (Glassdoor Est.),12d
"Data Scientist, Lead",Booz Allen Hamilton Inc.,"Lexington, MA",3.9,$104K-$172K (Glassdoor Est.),19d
"Machine Learning Engineer, Computational Chemistry",Orionis Biosciences,"Waltham, MA",NA,NA,9d
Scientist - RNA Analytics,Verve Therapeutics,"Cambridge, MA",NA,NA,7d
Senior Software Engineer - Data Science,Panalgo,"Boston, MA",4.6,NA,25d
Senior Data Scientist,Huxley,"Boston, MA",3.1,NA,13d
Scientist – Assay Development,Abcam,"Natick, MA",4.7,$61K-$103K (Glassdoor Est.),3d
Senior Health Data Analyst,BMC HealthNet Plan,"Boston, MA",2.8,$88K-$150K (Glassdoor Est.),25d
Senior Business Intelligence Data Scientist,Harbourvest,"Boston, MA",3.9,$118K-$194K (Glassdoor Est.),5d
Quantitative Research Intern,Parametric,"Boston, MA",3.7,NA,24h
Scientist - Assay Development (CDx),Leica Biosystems,"Danvers, MA",2.9,$90K-$149K (Glassdoor Est.),24h
Senior Software Engineer - Data Science,Cambridge Mobile Telematics,"Cambridge, MA",4.9,NA,24h
Principal Data Analyst,Citizens Bank,"Boston, MA",3.4,$92K-$151K (Glassdoor Est.),10d
Principal Data Scientist (Clinical Data Management),Premier Research Group Limited,"Boston, MA",3.1,$96K-$155K (Glassdoor Est.),18d
Big Data Engineer,Brooksource,"Waltham, MA",4.4,NA,3d
Machine Learning Engineer,isee,"Cambridge, MA",NA,NA,3d
Lead Data Scientist - Actuary/Underwriting,MassMutual,"Boston, MA",3.8,$122K-$188K (Glassdoor Est.),27d
Senior Big Data Engineer,Ascend Learning,"Burlington, MA",3.5,$71K-$128K (Glassdoor Est.),7d
Senior Machine Learning Data Scientist,UnitedHealth Group,"Boston, MA",3.4,$89K-$140K (Glassdoor Est.),5d
Senior Data Analyst,Massachusetts General Hospital(MGH),"Boston, MA",4.1,$68K-$114K (Glassdoor Est.),7d
Senior Cyber Data Engineer (Remote/Virtual),IronNet Cybersecurity,"Boston, MA",4.2,$130K-$233K (Glassdoor Est.),5d
Scientist - Computational Biology,CyberCoders,"Cambridge, MA",4.2,NA,2d
"Scientist / Senior Scientist (Antibody Engineering, Phage / Yeast Display)",Dynamicure Biotechnology LLC,"Waltham, MA",NA,NA,24h
Gene Editing Technologies Research Scientist II,Vertex Pharmaceuticals,"Watertown, MA",3.4,$83K-$158K (Glassdoor Est.),25d
Data Engineer (Remote),Cloudbeds,"Boston, MA",4.7,NA,5d
"Senior Associate Scientist, CAR-T Cellular Process Development",bluebird bio,"Cambridge, MA",3.3,$103K-$193K (Glassdoor Est.),4d
Data Analyst,TUFTS University,"Boston, MA",4.4,$35K-$64K (Glassdoor Est.),14d
"Lead Data Scientist, Louisville, KY",Humana,"Boston, MA",3.8,$94K-$155K (Glassdoor Est.),1d
Lead Data Scientist,Deep Labs,"Boston, MA",3.8,NA,11d
Head of Data,Ginkgo Bioworks,"Boston, MA",4.7,NA,14d
Quantitative Researcher - High Frequency Trading,Domeyard LP,"Boston, MA",3.8,$96K-$146K (Glassdoor Est.),16d
Machine Learning Engineer,Hired Recruiters,"Boston, MA",NA,NA,24d
Data Science Intern,Metropolitan Area Planning Council (MAPC),"Boston, MA",NA,NA,13d
Business Intelligence Analyst,Bedford,"Bedford, MA",5,NA,14d
Senior Data Scientist PhD,Procter & Gamble,"Boston, MA",4.2,$118K-$190K (Glassdoor Est.),6d
Senior Data Scientist,Chewy,"Boston, MA",2.9,$95K-$152K (Glassdoor Est.),4d
Scientist,System One,"Medford, MA",3.7,NA,24h
Senior Data Science Consultant,Harnham,"Boston, MA",4.1,NA,14d
Scientist I,ApTask,"Waltham, MA",4,$64K-$125K (Glassdoor Est.),1d
Clinical Data Analyst,ABIOMED,"Danvers, MA",3.7,$56K-$99K (Glassdoor Est.),20d
Data Analyst,Federal Reserve Bank (FRB),"Boston, MA",4.4,$46K-$83K (Glassdoor Est.),2d
"Principal Scientist, Assay Development, MoCR/ICF",Bristol-Myers Squibb,"Cambridge, MA",4.1,$101K-$164K (Glassdoor Est.),7d
"Scientist, Bioprocess Analytics",Sanofi,"Framingham, MA",3.8,$94K-$154K (Glassdoor Est.),4d
"Graduate Development Program, Associate Data Engineer, IT Solutions Delivery",NATIONAL GRID CO USA (NE POWER),"Waltham, MA",3.6,$80K-$131K (Glassdoor Est.),14d
Senior Natural Language Processing (NLP) Data Scientist,The RepTrak Company,"Boston, MA",3.5,$58K-$99K (Glassdoor Est.),25d
Transportation Data Analyst,EBP US,"Boston, MA",3.3,$53K-$93K (Glassdoor Est.),14d
Quantitative Analyst - Pricing and Valuation,Boston Energy Trading and Marketing,"Boston, MA",4.3,NA,3d
Senior Risk Data Analyst,John Hancock,"Boston, MA",3.8,$55K-$95K (Glassdoor Est.),14d
Data & Analytics Consultant |,Systems Evolution,"Boston, MA",4.6,$87K-$132K (Glassdoor Est.),21d
Data analyst,PROLIM Global Corporation,"Boston, MA",3,$54K-$57K (Glassdoor Est.),13d
Principal Data Scientist,AstraZeneca,"Waltham, MA",4.1,$117K-$188K (Glassdoor Est.),13d
Principal Scientist,Jounce Therapeutics,"Cambridge, MA",4.4,$134K-$245K (Glassdoor Est.),17d
Senior Data Scientist,Humana,"Boston, MA",3.8,$70K-$116K (Glassdoor Est.),17d
Data Analyst,Deep Labs,"Boston, MA",3.8,NA,11d
Co-op: Data Scientist,Biogen,"Cambridge, MA",4,$66K-$111K (Glassdoor Est.),4d
Product Data Analyst,Drizly,"Boston, MA",4.8,$47K-$86K (Glassdoor Est.),12d
Data Scientist Intern,Analog Devices,"Wilmington, MA",3.9,NA,7d
Data Analyst/Developer - UnFirst,UniFirst,"Wilmington, MA",3.9,$46K-$81K (Glassdoor Est.),24h
Boston Data Science Tutor Jobs,Varsity Tutors,"Boston, MA",4.1,$ 12-$ 32 Per Hour(Glassdoor Est.),21d
Staff Data Warehouse Engineer - Personalization,Chewy,"Boston, MA",2.9,$80K-$152K (Glassdoor Est.),7d
Senior Natural Language Processing Data Scientist,Merck,"Boston, MA",4,$128K-$208K (Glassdoor Est.),10d
GENERAL PHYSICAL SCIENTIST,U.S. Navy,"Boston, MA",3.8,$17K-$89K (Glassdoor Est.),10d
Data Analyst,Federal Reserve Bank of Boston,"Boston, MA",4.1,$54K-$95K (Glassdoor Est.),3d
"Associate Principal Scientist Epigenetics and Transcription Regulation, Oncology Bioscience",AstraZeneca,"Waltham, MA",4.1,$71K-$136K (Glassdoor Est.),25d
Data Analyst Internship,Procter & Gamble,"Boston, MA",4.2,NA,27d
Senior Risk Data Analyst,Manulife,"Boston, MA",3.8,$67K-$112K (Glassdoor Est.),14d
"Senior Associate Scientist, Oncology Research",bluebird bio,"Cambridge, MA",3.3,$95K-$184K (Glassdoor Est.),25d
Senior Lead Research Scientist Riverine Flood Hydraulic Modeling,FM Global,"Norwood, MA",3.7,$99K-$190K (Glassdoor Est.),5d
"Senior Machine Learning Engineer, Computational Chemistry",Valo Health,"Boston, MA",NA,NA,24h
"Scientist, Biacore",Sartorius,"Cambridge, MA",3.6,$49K-$98K (Glassdoor Est.),14d
"Scientist I, Data Management","Foundation Medicine, Inc.","Cambridge, MA",3.8,$61K-$123K (Glassdoor Est.),9d
Data Engineer Intern,Balyasny Asset Management,"Boston, MA",3.9,NA,17d
Healthcare Data Analyst II,Massachusetts General Hospital(MGH),"Boston, MA",4.1,$43K-$75K (Glassdoor Est.),24h
"Scientist, Biological / Chemical Machine Learning","Flagship Pioneering, Inc.","Cambridge, MA",3.9,$87K-$158K (Glassdoor Est.),20d
Software Engineer/Data Engineer,BlueVoyant,"Boston, MA",3.9,$65K-$134K (Glassdoor Est.),26d
Senior Machine Learning Engineer – Growth,Spotify,"Boston, MA",3.8,$148K-$234K (Glassdoor Est.),14d
Senior Data Scientist,Sonde Health,"Boston, MA",NA,NA,21d
Clinical Reference Data Analyst,Oncology Analytics,"Boston, MA",4.6,$50K-$87K (Glassdoor Est.),13d
Lead Data Scientist - W-2 Only,Syrinx,"Boston, MA",4.3,$124K-$196K (Glassdoor Est.),10d
Data Analyst,Massachusetts General Hospital(MGH),"Boston, MA",4.1,$47K-$82K (Glassdoor Est.),14d
"Quantitative Analyst, Class of",EverQuote,"Boston, MA",4,$58K-$108K (Glassdoor Est.),14d
Senior Data Analyst - Programs,MIT,"Cambridge, MA",4.5,$86K-$104K (Glassdoor Est.),3d
Provider Data Analyst,Beacon Health Options,"Woburn, MA",2.6,$46K-$82K (Glassdoor Est.),1d
Senior Machine Learning Scientist,Amazon,"Cambridge, MA",3.9,$120K-$185K (Glassdoor Est.),11d
Staff Scientist I,Harvard Medical School,"Boston, MA",4.6,$51K-$113K (Glassdoor Est.),27d
Senior Data Analyst,Brigham and Women's Hospital,"Boston, MA",3.9,$41K-$73K (Glassdoor Est.),6d
Senior Machine Learning Engineer,ResMed,"Boston, MA",3.9,$118K-$198K (Glassdoor Est.),13d
Senior Scientist- Chemical Biology & Proteomics,AstraZeneca,"Waltham, MA",4.1,$98K-$175K (Glassdoor Est.),2d
Manager Data Science US,Sartorius,"Cambridge, MA",3.6,$74K-$124K (Glassdoor Est.),24h
Life Science Data Analyst,"Latitude, Inc.","Boston, MA",4,NA,4d
Senior Marketing Data Scientist - 71063BR,CVS Health,"Wellesley, MA",2.9,$113K-$182K (Glassdoor Est.),21d
BIOINFORMATICS DATA ANALYST I / DAY / 40 HOURS / BWH NEUROLOGY,Brigham & Women's Hospital(BWH),"Boston, MA",3.9,$36K-$62K (Glassdoor Est.),14d
Analytical Scientist,Manus Bio,"Cambridge, MA",4.1,NA,24h
Research Data Analyst/Biostatistician,Massachusetts General Hospital(MGH),"Boston, MA",4.1,$54K-$92K (Glassdoor Est.),14d
Sr. Data Scientist - Marketing Applications,iRobot,"Bedford, MA",3.7,$94K-$150K (Glassdoor Est.),19d
Procurement - Data Analyst,Kaztronix,"Cambridge, MA",3.8,NA,24h
Senior Data Consultant,Tallan,"Boston, MA",3.4,$93K-$171K (Glassdoor Est.),14d
Environmental Scientist or Engineer,National Older Worker Career Center,"Boston, MA",3.9,NA,24h
Senior Data Scientist : Machine Learning and Protein Design,Sanofi,"Cambridge, MA",3.8,$109K-$179K (Glassdoor Est.),9d
Senior Data Scientist - Advanced Analytics,Ironside,"Lexington, MA",3.1,$118K-$162K (Glassdoor Est.),18d
Ophthalmology Scientist,CyberCoders,"Boston, MA",4.2,NA,24h
Data Engineer - BS/MS,Procter & Gamble,"Boston, MA",4.2,$66K-$115K (Glassdoor Est.),26d
Biostatistician/Data Analyst,Pivot Bio,"Boston, MA",4.1,$65K-$97K (Glassdoor Est.),13d
Computer Scientist / Machine Learning Expert,Machine Insight,"Winchester, MA",3.8,NA,14d
Epidemic Intelligence Unit Data Analyst,Partners In Health,"Boston, MA",3.1,$42K-$76K (Glassdoor Est.),4d
Sr. Data Scientist (RISC),Mass General Brigham(PHS),"Somerville, MA",NA,NA,3d
AI Researcher/Scientist,Raytheon Intelligence & Space,"Cambridge, MA",3.6,NA,10d
Senior Data Scientist,Syndic8 DMS,"Boston, MA",NA,NA,14d
Data Engineer,Acadian Asset Management,"Boston, MA",3.5,$91K-$162K (Glassdoor Est.),5d
Business Intelligence Data Engineer,RSM US LLP,"Boston, MA",3.8,$63K-$121K (Glassdoor Est.),14d
Applied Scientist II,Amazon.com Services LLC,"Cambridge, MA",4,NA,14d
Senior Perception Research Engineer/Scientist,Motional,"Boston, MA",4,NA,6d
