Job_Title,Company_Name,City_State,Company_Rating,salary_Range,Post_Date
Industrial Hygienist (Scientist III),EA Engineering Science and Technology,"Hunt Valley, MD",3.4,$45K-$94K (Glassdoor Est.),14d
"Principal Scientist, PD - Dietary Supplements",McCormick,"Hunt Valley, MD",2.8,NA,3d
Scientific Analyst Scientist III,Kikiktagruk Inupiat Corporation,"Silver Spring, MD",NA,NA,3d
"Scientist, Product Development",Moss Inc (Moss Biotech),"Hanover, MD",NA,NA,14d
Data Systems Engineer,Agile Communications,"Aberdeen, MD",4,NA,14d
"Senior Scientist, Heliophysics",Johns Hopkins University Applied Physics Laboratory,"Laurel, MD",4.6,$95K-$187K (Glassdoor Est.),13d
Investigator - Senior Research Scientist (Full Time and Part Time),Pacific Institute for Research and Evaluation,"Calverton, MD",4.1,$111K-$213K (Glassdoor Est.),14d
Senior Research Scientists,Perspecta Labs,"Silver Spring, MD",4.5,NA,4d
Structural Biology Scientist II,General Dynamics Information Technology,"Silver Spring, MD",3.6,$49K-$107K (Glassdoor Est.),14d
Research Scientist Sr,SAIC,"College Park, MD",3.8,$83K-$170K (Glassdoor Est.),4d
Structural Biology Scientist II - WRAIR,Odyssey Systems,"Silver Spring, MD",4,$57K-$118K (Glassdoor Est.),14d
Senior Cyber Research Scientist,Perspecta Labs,"College Park, MD",4.5,NA,11d
Molecular Genetics Research Scientist II - WRAIR,Odyssey Systems,"Silver Spring, MD",4,$57K-$118K (Glassdoor Est.),14d
Scientist- Immunology,General Dynamics Information Technology,"Silver Spring, MD",3.6,$42K-$82K (Glassdoor Est.),7d
Interdisciplinary Scientist - Nonclinical Safety Assessment,Food and Drug Administration,"Silver Spring, MD",3.6,NA,14d
"Senior Scientist - Hunt Valley, MD or Virginia Beach, VA",EA Engineering Science and Technology,"Hunt Valley, MD",3.4,$61K-$125K (Glassdoor Est.),14d
Formulation Scientist,Pharmaceutics International Inc,"Cockeysville, MD",2.7,$40K-$78K (Glassdoor Est.),3d
Senior Satellite Scientist,"Riverside Technology, inc.","College Park, MD",2.9,$102K-$196K (Glassdoor Est.),25d
Senior Research Scientist,ICON GPHS,"Silver Spring, MD",3.4,$65K-$138K (Glassdoor Est.),14d
Diagnostics and Immunology Research Scientist III - WRAIR,Odyssey Systems,"Silver Spring, MD",4,$62K-$124K (Glassdoor Est.),14d
Senior Research Scientist,DLH,"Silver Spring, MD",2.2,$57K-$123K (Glassdoor Est.),12d
Senior Research Scientist -Software Defined Radio (SDR),Perspecta Labs,"College Park, MD",4.5,NA,20d
Senior Scientist IV,Goldbelt,"College Park, MD",2.7,$81K-$162K (Glassdoor Est.),18d
Senior Research Scientist - Software Defined Radio,Perspecta Labs,"College Park, MD",4.5,NA,17d
Sr. Immunologist / Research Scientist II - WRAIR,Odyssey Systems,"Silver Spring, MD",4,$85K-$167K (Glassdoor Est.),14d
Senior Scientist to Support Satellite Oceanography and Climatology and Ocean Color,"Global Science & Technology, Inc.","College Park, MD",3.3,$102K-$118K (Glassdoor Est.),26d
Senior Research Scientist (15-Year Study),Magellan Health,"Silver Spring, MD",3.2,$76K-$155K (Glassdoor Est.),13d
CLINICAL LABORATORY SCIENTIST,U.S. Navy,"Annapolis, MD",3.8,$ 26-$ 43 Per Hour(Glassdoor Est.),25d
Mid to Senior Level Scientist to Support Ocean Color Cal/Val,Global Science & Technology,"College Park, MD",3.3,$60K-$126K (Glassdoor Est.),20d
Senior Immunologist II: Wound Infection Research Senior Scientist,ICON Government & Public Health,"Silver Spring, MD",NA,NA,14d
Research Data Scientist,Facebook,"Seattle, WA",4.6,$98K-$158K (Glassdoor Est.),24h
"Data Scientist, Analytics - AI Commerce",Facebook,"Seattle, WA",4.6,$114K-$181K (Glassdoor Est.),24h
Data Scientist in Artificial Intelligence - Intermediate,PNNL,"Seattle, WA",3.9,$59K-$98K (Glassdoor Est.),22d
Temporary Marketing Data Analyst,Fenwick & West,"Seattle, WA",4.1,$54K-$96K (Glassdoor Est.),18d
"Senior Data Analyst, Marketing",PEMCO Insurance,"Seattle, WA",4.3,$54K-$96K (Glassdoor Est.),19d
Principal Scientist or Associate Director - Toxicologist,Omeros Corporation,"Seattle, WA",3.3,$98K-$193K (Glassdoor Est.),7d
Development Scientist,AGC Biologics,"Bothell, WA",3.3,$24K-$108K (Glassdoor Est.),13d
Senior Data Scientist 4 Artificial Intelligence,Pacific Northwest National Laboratory,"Seattle, WA",3.9,$92K-$146K (Glassdoor Est.),22d
"Director of Product, Data as a Service (DaaS)",The Climate Corporation,"Seattle, WA",3,$127K-$203K (Glassdoor Est.),11d
Senior Data Scientist 3 Artificial Intelligence,Pacific Northwest National Laboratory,"Seattle, WA",3.9,$87K-$139K (Glassdoor Est.),22d
Senior Product Data Analyst,Remitly,"Seattle, WA",4.4,$77K-$137K (Glassdoor Est.),24h
Machine Learning Scientist,OSI Engineering,"Seattle, WA",4.7,NA,14d
Data Architect/Scientist,Wind River,"Seattle, WA",4.1,$86K-$142K (Glassdoor Est.),24h
Data Analyst,Rational,"Redmond, WA",2.7,$50K-$88K (Glassdoor Est.),19d
Senior Scientist Medicinal Chemistry,Omeros,"Seattle, WA",3.3,$57K-$95K (Glassdoor Est.),18d
Senior Data Engineer,SADA,"Seattle, WA",4.8,$77K-$145K (Glassdoor Est.),24d
Principal Development Scientist,AGC Biologics,"Bothell, WA",3.3,$32K-$175K (Glassdoor Est.),7d
"Associate Scientist, Medicinal Chemistry",Omeros,"Seattle, WA",3.3,$38K-$65K (Glassdoor Est.),18d
Senior Data Analytics and Research Lead,Avalara,"Seattle, WA",4.1,$51K-$94K (Glassdoor Est.),24h
Sr. Engineer - Data Platform,Porch,"Seattle, WA",3.1,$88K-$157K (Glassdoor Est.),26d
"Scientist, Product Development",Metagenics,"Gig Harbor, WA",3,$50K-$93K (Glassdoor Est.),24d
Data Analyst,System1,"Bellevue, WA",3.9,$46K-$82K (Glassdoor Est.),12d
Product Data Analyst - Identity Verification,Remitly,"Seattle, WA",4.4,$55K-$102K (Glassdoor Est.),3d
Principal Data Engineer- Services,Cloutera,"Seattle, WA",4.4,NA,5d
"Senior Scientist, Medicinal Chemistry",Omeros,"Seattle, WA",3.3,$57K-$95K (Glassdoor Est.),18d
Senior/Principal Development Scientist,AGC Biologics,"Bothell, WA",3.3,$32K-$178K (Glassdoor Est.),19d
Data Scientist,Koverse,"Seattle, WA",4.6,NA,12d
Data Scientist - Experimentation and Causal Inference,Twitter,"Seattle, WA",4,$111K-$179K (Glassdoor Est.),11d
Big Data Engineer,Revel Consulting,"Seattle, WA",3.7,$108K-$186K (Glassdoor Est.),6d
Toxicologist - Principal Scientist/Associate Director,Omeros,"Seattle, WA",3.3,$98K-$193K (Glassdoor Est.),26d
Statistical Modeling & Forecasting Scientist,Nestle USA,"Seattle, WA",3.9,$53K-$116K (Glassdoor Est.),5d
"Data Scientist, Analytics",Facebook,"Seattle, WA",4.6,$98K-$158K (Glassdoor Est.),25d
Data Analyst - University Graduate,PayPal,"Bellevue, WA",3.9,$54K-$96K (Glassdoor Est.),27d
"Data Scientist, Product Analytics",Facebook,"Seattle, WA",4.6,$108K-$173K (Glassdoor Est.),24h
Data & Applied Scientist,Microsoft,"Redmond, WA",4.3,$105K-$162K (Glassdoor Est.),26d
"Data Scientist, Analytics-Remote Presence",Facebook,"Bellevue, WA",4.6,$108K-$173K (Glassdoor Est.),19d
"Data Scientist, Amazon Devices",Amazon,"Seattle, WA",3.9,$84K-$136K (Glassdoor Est.),24h
Principal Applied Research Scientist (AI and Machine Learning),Axon,"Seattle, WA",3.7,$152K-$251K (Glassdoor Est.),9d
Business Intelligence Analyst I,Rational,"Bellevue, WA",2.7,$54K-$107K (Glassdoor Est.),19d
Data Scientist - Consumer Product - Metrics Team,Twitter,"Seattle, WA",4,$111K-$179K (Glassdoor Est.),27d
Senior Risk Data Analyst (Bellevue),OfferUp,"Bellevue, WA",3.3,$83K-$147K (Glassdoor Est.),6d
Data Engineer - Perm or contract,Provoke Solutions LLC,"Seattle, WA",3.9,NA,4d
Data Scientist - Consumer Product - Health Team,Twitter,"Seattle, WA",4,$111K-$179K (Glassdoor Est.),27d
Sr. Principal Applied Research Scientist (AI and Machine Learning),Axon,"Seattle, WA",3.7,$159K-$263K (Glassdoor Est.),9d
Full Time Opportunities for Students or Recent Graduates: Data & Applied Sciences,Microsoft,"Redmond, WA",4.3,NA,12d
"Data Scientist, Machine Learning",Qurate Retail Group,"Seattle, WA",3.6,NA,25d
"Data Scientist, Engineering",Google,"Seattle, WA",4.5,$107K-$174K (Glassdoor Est.),11d
Data Scientist,New York Technology Partners,"Seattle, WA",4,$87K-$143K (Glassdoor Est.),19d
data scientist,Qikspace,"Seattle, WA",NA,NA,12d
Data & Applied Scientist II,Microsoft,"Bellevue, WA",4.3,$102K-$159K (Glassdoor Est.),5d
Data Science Architect,Onica,"Seattle, WA",4.2,$121K-$194K (Glassdoor Est.),24d
"Data Scientist, Machine Learning",Zulily,"Seattle, WA",2.6,$98K-$160K (Glassdoor Est.),25d
Data Scientist,WaferWire Cloud Technologies,"Redmond, WA",NA,NA,7d
Statistician (Data Scientist) *12 month Roster* *Direct Hire*,Internal Revenue Service,"Seattle, WA",3.6,$81K-$130K (Glassdoor Est.),7d
"Data Scientist, Product Analytics - Spark AR",Facebook,"Seattle, WA",4.6,$114K-$181K (Glassdoor Est.),26d
"Staff Data Scientist, Algorithms",Lyft,"Seattle, WA",3.8,$146K-$231K (Glassdoor Est.),7d
"Data Scientist, Product Analytics - Ads Ranking",Facebook,"Seattle, WA",4.6,$108K-$173K (Glassdoor Est.),5d
"Sr. Scientist, Mass Spectrometry",Just - Evotec Biologics,"Seattle, WA",NA,NA,8d
Data Scientist OR Senior Data Scientist,Foursquare,"Seattle, WA",2.7,$213K-$338K (Glassdoor Est.),14d
Data Scientist,Ciber,"Bellevue, WA",3.1,$86K-$142K (Glassdoor Est.),26d
Data Scientist,Qumulo,"Seattle, WA",3.9,$103K-$163K (Glassdoor Est.),7d
New Graduate - Data Scientist,Expedia.com,"Seattle, WA",3.8,$83K-$131K (Glassdoor Est.),27d
Data Scientist,Amazon,"Seattle, WA",3.9,$102K-$131K (Glassdoor Est.),18d
Data Scientist / Shiny Application Developer,Milliman,"Seattle, WA",3.9,$92K-$149K (Glassdoor Est.),12d
New Graduate Data Analyst,Expedia Group,"Seattle, WA",3.8,$65K-$113K (Glassdoor Est.),9d
Data Scientist,softsnippets,"Seattle, WA",NA,NA,19d
Data Scientist,Red Violet Inc.,"Seattle, WA",5,NA,3d
Healthcare Data Scientist,Navigating Cancer,"Seattle, WA",4,NA,27d
Data Scientist,Change Healthcare,"Seattle, WA",2.8,$101K-$162K (Glassdoor Est.),16d
Data Scientist,Microsoft,"Bellevue, WA",4.3,$95K-$148K (Glassdoor Est.),21d
"Data Scientist, Mobile Analytics",2K,"Seattle, WA",3.4,$66K-$111K (Glassdoor Est.),26d
Data Scientist,Brockwell Technologies,"Seattle, WA",4.6,NA,14d
DATA SCIENTIST - TEMPORARY,University of Washington,"Seattle, WA",4.2,$75K-$121K (Glassdoor Est.),14d
Internship Opportunities for PhD Students - Data & Applied Sciences,Microsoft,"Redmond, WA",4.3,NA,21d
"Sr. Scientist, Functional Biocharacterization",Just - Evotec Biologics,"Seattle, WA",NA,NA,5d
"Data Scientist, Ads Measurement",Pinterest,"Seattle, WA",3.9,$130K-$208K (Glassdoor Est.),25d
Data Scientist - FinTech,Amazon,"Seattle, WA",3.9,$93K-$148K (Glassdoor Est.),10d
QC Scientist/Sr Scientist,AGC Biologics,"Bothell, WA",3.3,$95K-$189K (Glassdoor Est.),3d
DATA SCIENTIST - TEMPORARY,UW Medicine,"Seattle, WA",3.5,$69K-$113K (Glassdoor Est.),14d
Data Scientist,Nintendo of America,"Redmond, WA",3.5,$79K-$129K (Glassdoor Est.),5d
Data Engineer II,Efinancial,"Bellevue, WA",3.6,$77K-$141K (Glassdoor Est.),10d
Data Engineer,Capital Group,"Seattle, WA",4.1,$47K-$92K (Glassdoor Est.),27d
Data Scientist II,Expedia.com,"Seattle, WA",3.8,$87K-$141K (Glassdoor Est.),19d
Product Data Scientist Amazon Video Recommendations,Amazon,"Seattle, WA",3.9,$93K-$148K (Glassdoor Est.),18d
New Graduate - Data Scientist,Expedia,"Seattle, WA",4.3,NA,10d
Data Scientist,Nintendo of America Inc.,"Redmond, WA",4.2,$93K-$151K (Glassdoor Est.),5d
"AI/ML - User Researcher Data Scientist, Siri",Apple,"Seattle, WA",4.2,$127K-$197K (Glassdoor Est.),5d
New Graduate - Data Scientist,Expedia.com,"Seattle, WA",3,NA,9d
Data Scientist,Convoy,"Seattle, WA",3.1,$90K-$143K (Glassdoor Est.),26d
Data Science Architect,Rackspace,"Seattle, WA",3.6,$86K-$135K (Glassdoor Est.),12d
Data Scientist / AI Engineer,InvenTech Info,"Redmond, WA",4.8,NA,4d
"Visiting Scientist, AI",Facebook,"Seattle, WA",4.6,$88K-$154K (Glassdoor Est.),24h
Product Data Scientist – Amazon Video Recommendations,Amazon.com Services LLC,"Seattle, WA",3.9,$93K-$148K (Glassdoor Est.),12d
Data Scientist,Shelf Engine,"Seattle, WA",4.7,NA,5d
"Data Scientist, Analytics - Ads Delivery",Facebook,"Seattle, WA",4.6,$108K-$173K (Glassdoor Est.),3d
Data Scientist,NCSOFT,"Bellevue, WA",3,$92K-$151K (Glassdoor Est.),6d
Data Scientist II (zu),Qurate Retail Group,"Seattle, WA",3.6,NA,12d
Data Scientist,Sharpedge Solutions Inc,"Seattle, WA",4.7,$79K-$131K (Glassdoor Est.),18d
Applied Scientist,Amazon,"Seattle, WA",3.9,$36K-$214K (Glassdoor Est.),24h
Data Scientist - Intermediate,Kelly Mitchell Group,"Seattle, WA",3.4,NA,11d
Data Scientist,NBCUniversal,"Seattle, WA",4,$111K-$175K (Glassdoor Est.),12d
Internship Opportunities for Students: Data & Applied Sciences,Microsoft,"Redmond, WA",4.3,NA,12d
Marketing Strategy and Analytics Manager,Pushpay,"Redmond, WA",3.8,$42K-$83K (Glassdoor Est.),17d
Data Scientist,Insight Global,"Redmond, WA",3.9,NA,5d
Data Scientist - Nationwide Opportunities,"Amazon Web Services, Inc.","Seattle, WA",3.9,$93K-$148K (Glassdoor Est.),26d
Data Scientist,HCL America Inc,"Redmond, WA",3.5,$75K-$121K (Glassdoor Est.),5d
Machine Learning / Data Scientist,Docugami,"Kirkland, WA",NA,$112K-$141K (Glassdoor Est.),9d
Data Scientist III,Amazon.com Services LLC,"Seattle, WA",3.9,$112K-$179K (Glassdoor Est.),12d
Data Science Intern,Amazon,"Seattle, WA",3.9,NA,5d
Data Scientist,Softcom Systems,"Bellevue, WA",4.3,$88K-$144K (Glassdoor Est.),4d
Data Scientist,Tata Consultancy Services (North America),"Redmond, WA",3.7,$60K-$102K (Glassdoor Est.),24h
Senior Data Scientist - Conversations,Twitter,"Seattle, WA",4,$134K-$215K (Glassdoor Est.),5d
Data Analyst,Hiya,"Seattle, WA",5,NA,7d
Data Engineer Internship - Summer,Amazon,"Seattle, WA",3.9,$85K-$133K (Glassdoor Est.),12d
Principal Data Scientist 200000CC,Tech-Connect,"Seattle, WA",2,NA,3d
Data Scientist,Denken Solutions Inc,"Renton, WA",4.5,$73K-$120K (Glassdoor Est.),6d
Data Scientist II (zu),Zulily,"Seattle, WA",2.6,$88K-$144K (Glassdoor Est.),12d
Data Science Intern,Hewlett Packard Enterprise,"Seattle, WA",3.9,NA,12d
Sr. Data Scientist,Calypso Way,"Seattle, WA",NA,NA,3d
"Sr. Data Scientist, Consumer Behavior",Wish,"Seattle, WA",3.5,$149K-$235K (Glassdoor Est.),10d
Statistician / Data Scientist,Valve Corporation,"Bellevue, WA",3.3,$132K-$210K (Glassdoor Est.),13d
Data Scientist,Wimmer Solutions,"Redmond, WA",3.4,NA,4d
"Scientist, LCMS",Altasciences Preclinical Services,"Everett, WA",NA,NA,15d
Data Scientist,In-Depth Genomics,"Bellevue, WA",NA,NA,12d
Applied Scientist - Machine Learning,Amazon,"Seattle, WA",3.9,$116K-$180K (Glassdoor Est.),24h
Content Data Scientist,Sharpedge Solutions Inc,"Seattle, WA",4.7,$80K-$128K (Glassdoor Est.),24h
Sr. People Analytics Data Scientist,Zillow Group,"Seattle, WA",4,$125K-$195K (Glassdoor Est.),24d
"Scientist/Sr. Scientist, Antibody Discovery – Bioassay",Just - Evotec Biologics,"Seattle, WA",NA,NA,17d
Data Scientist,Postmates,"Bellevue, WA",3.5,$80K-$132K (Glassdoor Est.),12d
Data Scientist II,Amazon,"Seattle, WA",3.9,$97K-$155K (Glassdoor Est.),7d
Data Scientist - US Healthcare Benefits,Amazon,"Seattle, WA",3.9,$99K-$157K (Glassdoor Est.),3d
Data Engineer II,Blue Nile,"Seattle, WA",2.6,$72K-$133K (Glassdoor Est.),5d
Senior Data Analytics Engineer,ThriftBooks,"Seattle, WA",3,$80K-$143K (Glassdoor Est.),20d
Sr. Data Scientist,Amazon,"Seattle, WA",3.9,$134K-$213K (Glassdoor Est.),13d
AI/ML- Machine Learning Engineer,Apple,"Seattle, WA",4.2,$117K-$185K (Glassdoor Est.),24h
Machine Learning Engineer - Home Timeline,Twitter,"Seattle, WA",4,$108K-$181K (Glassdoor Est.),7d
Applied Machine Learning Engineer,Algorithmia,"Seattle, WA",4.6,NA,25d
"AI/ML - Machine Learning Engineer, Siri Understanding",Apple,"Seattle, WA",4.2,$127K-$197K (Glassdoor Est.),13d
"Data Scientist, AWS Specialized Sales",Amazon.com Services LLC,"Seattle, WA",3.9,$93K-$148K (Glassdoor Est.),12d
Staff Data Scientist - Consumer Product - Metrics Team,Twitter,"Seattle, WA",4,$141K-$227K (Glassdoor Est.),19d
"AI/ML - Data Scientist, Siri Data",Apple,"Seattle, WA",4.2,$94K-$151K (Glassdoor Est.),10d
"Data Scientist, Auction and Delivery",Facebook,"Seattle, WA",4.6,$109K-$174K (Glassdoor Est.),4d
"Data Scientist 2 - Corp Analytics , Business Strategy Ops",Nordstrom,"Seattle, WA",3.6,$85K-$134K (Glassdoor Est.),12d
Data Scientist II,Microsoft,"Redmond, WA",4.3,$120K-$177K (Glassdoor Est.),25d
Data Scientist II,Expedia.com,"Seattle, WA",3,NA,19d
Senior Data & Applied Scientist,Microsoft,"Bellevue, WA",4.3,$112K-$173K (Glassdoor Est.),11d
PhD University Grad Machine Learning Engineer,Pinterest,"Seattle, WA",3.9,$82K-$141K (Glassdoor Est.),27d
Data Analyst - Listings,Compass,"Seattle, WA",3.9,$43K-$81K (Glassdoor Est.),2d
Data Engineer Internship - Summer 2021 (US),Amazon.com Services LLC,"Seattle, WA",3.9,$85K-$133K (Glassdoor Est.),12d
Data Scientist Technical Lead,Google,"Seattle, WA",4.5,$136K-$224K (Glassdoor Est.),11d
"Senior Data/ML Scientist, Growth",Glossier,"Seattle, WA",3.4,$134K-$221K (Glassdoor Est.),12d
Data Analyst,OpenSquare,"Seattle, WA",2.9,$40K-$71K (Glassdoor Est.),12d
Principal Data Scientist (OCI),Oracle,"Seattle, WA",3.6,$108K-$170K (Glassdoor Est.),3d
Data Scientist - Labor Markets,Amazon.com Services LLC,"Seattle, WA",3.9,$99K-$157K (Glassdoor Est.),4d
"Data Science Engineer, Recent Graduate",eBay,"Bellevue, WA",3.7,$80K-$137K (Glassdoor Est.),20d
AI Machine Learning Engineer,Change Healthcare,"Seattle, WA",2.8,$87K-$150K (Glassdoor Est.),12d
Data Scientist - Applied Machine Learning,Virtual eForce,"Bellevue, WA",NA,NA,12d
Data Scientist II,Expedia,"Seattle, WA",4.3,NA,20d
"Applied Scientist Intern, Automated Reasoning",Amazon,"Seattle, WA",3.9,NA,11d
Data Scientist in Artificial Intelligence â€“ Early Career,Pacific Northwest National Laboratory,"Seattle, WA",3.9,$59K-$98K (Glassdoor Est.),12d
"AI/ML - Machine Learning Engineer, Siri Search & Knowledge Platform",Apple,"Seattle, WA",4.2,$127K-$197K (Glassdoor Est.),5d
Quantitative Analyst,Parametric Portfolio Associates,"Seattle, WA",3.1,$58K-$124K (Glassdoor Est.),11d
"Data Engineer, Infrastructure Strategy",Facebook,"Seattle, WA",4.6,$103K-$168K (Glassdoor Est.),24h
Data Scientist,Randstad US,"Redmond, WA",3.7,NA,24h
"Sr. Data Scientist, Middle Mile Simulation Systems",Amazon,"Seattle, WA",3.9,$122K-$194K (Glassdoor Est.),4d
Senior Data Scientist,Amazon,"Seattle, WA",3.9,$122K-$194K (Glassdoor Est.),3d
Machine Learning Engineer,Amazon,"Seattle, WA",3.9,$116K-$180K (Glassdoor Est.),6d
Research Data Scientist Intern,Facebook,"Seattle, WA",4.6,NA,23d
Data Analyst (Remote),Suplari Inc,"Seattle, WA",4.5,NA,20d
Staff Data Engineer,Airbnb,"Seattle, WA",4.1,$121K-$215K (Glassdoor Est.),14d
DATA ANALYST,University of Washington,"Seattle, WA",4.2,$43K-$76K (Glassdoor Est.),13d
"Data Scientist, Analytics, Intern",Facebook,"Seattle, WA",4.6,NA,26d
Data Scientist - Delphi,Amazon.com Services LLC,"Seattle, WA",3.9,$84K-$136K (Glassdoor Est.),12d
Data Scientist,Kforce,"Redmond, WA",4.1,NA,5d
Data Analyst - Intelligence,Compass,"Seattle, WA",3.9,$43K-$81K (Glassdoor Est.),12d
Data Analyst I/II - Brain Science,Allen Institute,"Seattle, WA",3.8,$43K-$77K (Glassdoor Est.),1d
"Staff Data Scientist - Machine Learning, Core Data Science Team",Sift,"Seattle, WA",3.5,$143K-$228K (Glassdoor Est.),13d
Data Scientist,DenkenSolutions Inc,"Renton, WA",NA,NA,6d
"Data Engineer, Alexa Shopping",Amazon,"Seattle, WA",3.9,$75K-$118K (Glassdoor Est.),3d
Applied Scientist - Alexa Shopping,Amazon,"Seattle, WA",3.9,$35K-$207K (Glassdoor Est.),5d
Data Scientist with NLP,softsnippets,"Seattle, WA",NA,NA,14d
Computer Vision Scientist,Clobotics,"Seattle, WA",4.4,NA,7d
"Research Scientist, AI",Facebook,"Seattle, WA",4.6,$103K-$194K (Glassdoor Est.),24h
Data Analyst,Prime Team Partners,"Seattle, WA",4.5,NA,26d
Data Analyst,Echodyne,"Kirkland, WA",5,NA,24h
BI Engineer/Data Scientist’s – Analytics,C2S Technologies,"Redmond, WA",3.4,$68K-$113K (Glassdoor Est.),21d
Applied Scientist - AWS AI,Amazon,"Seattle, WA",3.9,$92K-$145K (Glassdoor Est.),4d
"Data Scientist Intern, Analytics (PhD)",Facebook,"Seattle, WA",4.6,NA,26d
Principal Machine Learning Engineer - Conversational Intelligence,Expedia.com,"Seattle, WA",3.8,$147K-$244K (Glassdoor Est.),11d
New Graduate – Data Analyst,Expedia Group,"Seattle, WA",3.8,$65K-$113K (Glassdoor Est.),27d
Principal Data Scientist,Change Healthcare,"Seattle, WA",2.8,$137K-$215K (Glassdoor Est.),27d
Data Engineer- Systems Biology,Sage Bionetworks,"Seattle, WA",4.8,$75K-$106K (Glassdoor Est.),10d
Principal Scientist Immune Tumor Microenvironment,"Seattle Genetics, Inc.","Bothell, WA",4.1,$99K-$188K (Glassdoor Est.),21d
Principal Data Scientist,SpaceCurve,"Seattle, WA",2.9,$182K-$206K (Glassdoor Est.),6d
Senior Data Scientist (Insurance),Expedia.com,"Seattle, WA",3.8,$114K-$181K (Glassdoor Est.),3d
Business Intelligence Analyst,Horizontal,"Bellevue, WA",4,NA,10d
Senior Data Scientist,Redfin,"Seattle, WA",3.5,$91K-$147K (Glassdoor Est.),25d
Senior Data Scientist - Marketing Analytics,Redfin,"Seattle, WA",3.5,$91K-$147K (Glassdoor Est.),21d
Sr. Data Analyst,Symetra,"Bellevue, WA",3.5,$65K-$117K (Glassdoor Est.),17d
Applied Machine Learning Engineer,ByteDance,"Seattle, WA",3.8,$78K-$133K (Glassdoor Est.),18d
Applied Scientist- AWS AI,Amazon,"Seattle, WA",3.9,$116K-$180K (Glassdoor Est.),21d
Data Management Intern,Parametric Portfolio Associates,"Seattle, WA",3.1,NA,4d
Scientist,Exponent,"Bellevue, WA",3.6,$60K-$99K (Glassdoor Est.),13d
"AI/ML - Sr Data Scientist, Siri Data",Apple,"Seattle, WA",4.2,$129K-$204K (Glassdoor Est.),24h
Applied Research Data Scientist,Azimuth Group LLC,"Redmond, WA",5,$79K-$121K (Glassdoor Est.),15d
Senior Data Scientist - Supply Chain/Transportation,Nordstrom,"Seattle, WA",3.6,$122K-$192K (Glassdoor Est.),5d
Senior Data Scientist--Demand Forecasting,Amazon,"Seattle, WA",3.9,$130K-$152K (Glassdoor Est.),16d
Principal Data & Applied Scientist Lead,Microsoft,"Redmond, WA",4.3,$142K-$216K (Glassdoor Est.),4d
Data Analyst,Symetra,"Bellevue, WA",3.5,$48K-$89K (Glassdoor Est.),13d
"Data Engineer, Woot!",Woot,"Seattle, WA",2.8,$111K-$144K (Glassdoor Est.),23d
"Senior/Principal Scientist, Bioinformatics/Computational Biology","Seattle Genetics, Inc.","Bothell, WA",4.1,$119K-$230K (Glassdoor Est.),11d
Senior Machine Learning Applied Scientist,Amazon,"Seattle, WA",3.9,$129K-$198K (Glassdoor Est.),10d
"Scientist, Custom & Process Analytics - Cell Therapy",Bristol Myers Squibb,"Seattle, WA",4.1,$72K-$124K (Glassdoor Est.),24d
"Data Scientist Intern, PhD, Summer",Google,"Seattle, WA",4.5,$108K-$179K (Glassdoor Est.),18d
"Scientist, Viral Vector Process Development - Cell Therapy",Bristol Myers Squibb,"Seattle, WA",4.1,$73K-$126K (Glassdoor Est.),24d
Principal Data Scientist - Prime Video Personalization,Amazon,"Seattle, WA",3.9,$137K-$218K (Glassdoor Est.),25d
"AI/ML - Machine Learning Scientist, Siri Understanding",Apple,"Seattle, WA",4.2,$127K-$197K (Glassdoor Est.),6d
Research Scientist in Deep Learning and Computer Vision,CuraCloud Corporation,"Seattle, WA",4.1,NA,11d
Data Analyst,Frontend Arts,"Redmond, WA",4.5,NA,12d
"Machine Learning Engineer, 3+ Years Experience",Snap,"Seattle, WA",3.9,$130K-$221K (Glassdoor Est.),11d
Business Intelligence Analyst,SCRUMPOINT,"Seattle, WA",NA,NA,12d
Principal Data Scientist,Expedia,"Seattle, WA",4.3,NA,7d
Senior Data Scientist,Foursquare,"Seattle, WA",2.7,$213K-$338K (Glassdoor Est.),11d
Applied Scientist - Delivery Experience - Machine Learning,Amazon,"Seattle, WA",3.9,$116K-$181K (Glassdoor Est.),4d
Senior Data Scientist,Zulily,"Seattle, WA",2.6,$119K-$190K (Glassdoor Est.),18d
"Scientist, Delivery and Editing Technology - Cell Therapy",Bristol Myers Squibb,"Seattle, WA",4.1,$65K-$115K (Glassdoor Est.),24d
"Applied Scientist, Computer Vision",Zillow,"Seattle, WA",4,$24K-$112K (Glassdoor Est.),2d
"Senior Scientist, Vector Analytics",Bristol Myers Squibb,"Seattle, WA",4.1,$97K-$161K (Glassdoor Est.),21d
Applied Scientist II,Microsoft,"Redmond, WA",4.3,$27K-$136K (Glassdoor Est.),3d
"Industry Researcher/Writer(Cloud, Data Science And Programming)",Seattle Data Guy,"Seattle, WA",NA,NA,2d
"Senior Scientist, High Throughput Analytical",Just - Evotec Biologics,"Redmond, WA",NA,NA,5d
Principal Data Scientist,LivePerson,"Seattle, WA",3.3,$120K-$190K (Glassdoor Est.),13d
Business Data Analyst - Marketing,Costco Wholesale,"Seattle, WA",4.1,$42K-$75K (Glassdoor Est.),12d
Principal Data Scientist - Technical Operations & Support,Oracle,"Seattle, WA",3.6,$108K-$170K (Glassdoor Est.),6d
Data Engineer (Messenger),Facebook,"Seattle, WA",4.6,$107K-$175K (Glassdoor Est.),24h
